"subj_idx","response","rt","Congruency","mbased_reward_prev","mbased_efficacy_prev"
8,1,0.656,"congruent",0.0749230891738375,-0.0801026109976321
8,1,0.546,"congruent",0.0749230891738375,-0.0801026109976321
8,1,0.703,"incongruent",0.0749230891738375,-0.0801026109976321
8,1,0.583,"incongruent",0.0236392464104901,-0.121775161612583
8,1,0.559,"congruent",0.0236392464104901,-0.121775161612583
8,1,0.751,"congruent",0.0236392464104901,-0.121775161612583
8,1,0.69,"congruent",0.0236392464104901,-0.121775161612583
8,1,0.741,"incongruent",0.0216631824231198,-0.153644244695367
8,1,0.624,"congruent",0.0216631824231198,-0.153644244695367
8,1,0.578,"incongruent",0.0216631824231198,-0.153644244695367
8,1,0.639,"congruent",0.0216631824231198,-0.153644244695367
8,1,0.672,"congruent",0.0216631824231198,-0.153644244695367
8,1,0.742,"congruent",0.0887014798473659,-0.0489888006194944
8,1,0.864,"incongruent",0.0887014798473659,-0.0489888006194944
8,1,0.872,"congruent",0.000464154226427923,0.0345879904650569
8,0,1.086,"incongruent",0.000464154226427923,0.0345879904650569
8,1,0.597,"congruent",-0.0587077963349731,-0.034065524143992
8,1,0.715,"incongruent",-0.0587077963349731,-0.034065524143992
8,1,0.534,"congruent",-0.0587077963349731,-0.034065524143992
8,1,0.677,"incongruent",-0.0587077963349731,-0.034065524143992
8,1,0.867,"congruent",-0.0659736254117182,-0.0865682994412621
8,1,0.565,"incongruent",-0.0659736254117182,-0.0865682994412621
8,1,0.525,"congruent",-0.0659736254117182,-0.0865682994412621
8,1,0.566,"incongruent",-0.0659736254117182,-0.0865682994412621
8,1,0.66,"incongruent",-0.00658435027513142,0.00457737850098147
8,1,0.544,"congruent",-0.00658435027513142,0.00457737850098147
8,1,0.655,"congruent",-0.00658435027513142,0.00457737850098147
8,1,0.683,"incongruent",-0.00658435027513142,0.00457737850098147
8,0,0.604,"incongruent",-0.00658435027513142,0.00457737850098147
8,1,0.621,"incongruent",0.0106219105174405,0.0773654054488778
8,1,0.758,"incongruent",0.0106219105174405,0.0773654054488778
8,1,0.664,"incongruent",0.0106219105174405,0.0773654054488778
8,1,0.64,"congruent",0.0106219105174405,0.0773654054488778
8,1,0.646,"incongruent",0.0106219105174405,0.0773654054488778
8,1,0.965,"incongruent",0.0855026025508524,0.135493195889198
8,1,0.612,"congruent",0.0855026025508524,0.135493195889198
8,1,0.801,"congruent",-0.001681012888614,0.181913468056934
8,1,0.678,"incongruent",-0.001681012888614,0.181913468056934
8,1,0.619,"congruent",-0.0277314644325898,0.078601634844396
8,1,0.724,"incongruent",-0.0277314644325898,0.078601634844396
8,1,0.566,"incongruent",-0.0277314644325898,0.078601634844396
8,1,0.667,"congruent",-0.0277314644325898,0.078601634844396
8,1,0.778,"incongruent",0.00449516860374166,-0.000406089604892415
8,1,0.625,"congruent",0.00449516860374166,-0.000406089604892415
8,1,0.665,"incongruent",0.00449516860374166,-0.000406089604892415
8,1,0.612,"congruent",-0.0235897171238161,0.0733856576542079
8,1,0.609,"incongruent",-0.0235897171238161,0.0733856576542079
8,1,0.554,"incongruent",-0.0235897171238161,0.0733856576542079
8,1,0.682,"incongruent",-0.0235897171238161,0.0733856576542079
8,1,0.603,"incongruent",-0.0235897171238161,0.0733856576542079
8,1,0.689,"incongruent",0.0755908097906276,0.132315009097853
8,1,0.515,"congruent",0.0755908097906276,0.132315009097853
8,1,0.67,"congruent",0.0755908097906276,0.132315009097853
8,1,0.542,"incongruent",0.0755908097906276,0.132315009097853
8,1,0.627,"incongruent",0.0755908097906276,0.132315009097853
8,1,0.583,"incongruent",0.0755908097906276,0.132315009097853
8,1,0.74,"incongruent",0.174221086204868,0.179375399867233
8,1,0.533,"congruent",0.174221086204868,0.179375399867233
8,1,0.679,"incongruent",0.174221086204868,0.179375399867233
8,1,0.79,"congruent",0.0902284832194994,0.216957357331753
8,1,0.686,"incongruent",-0.0309267182819497,0.246969932743343
8,1,0.638,"congruent",-0.0309267182819497,0.246969932743343
8,1,0.614,"incongruent",-0.0309267182819497,0.246969932743343
8,1,0.678,"incongruent",-0.0309267182819497,0.246969932743343
8,1,1.067,"incongruent",-0.0473436344693607,0.128353566213328
8,1,0.687,"congruent",-0.0473436344693607,0.128353566213328
8,1,0.682,"incongruent",-0.0473436344693607,0.128353566213328
8,1,0.605,"incongruent",-0.0583528184646385,0.17621183119408
8,1,0.527,"congruent",-0.0583528184646385,0.17621183119408
8,1,0.597,"congruent",-0.0583528184646385,0.17621183119408
8,1,0.565,"incongruent",-0.0583528184646385,0.17621183119408
8,1,0.747,"incongruent",-0.0583528184646385,0.17621183119408
8,1,0.683,"congruent",-0.0583528184646385,0.17621183119408
8,1,0.836,"congruent",0.135414938226753,0.21443096302506
8,1,0.671,"incongruent",0.135414938226753,0.21443096302506
8,1,0.574,"incongruent",0.135414938226753,0.21443096302506
8,1,0.643,"congruent",0.135414938226753,0.21443096302506
8,1,0.778,"incongruent",0.135414938226753,0.21443096302506
8,1,0.966,"congruent",0.129034842324836,0.244952379513961
8,1,0.728,"incongruent",0.129034842324836,0.244952379513961
8,1,0.562,"congruent",0.0275117071038192,0.269326477507833
8,1,0.669,"incongruent",0.0275117071038192,0.269326477507833
8,1,0.541,"incongruent",0.0275117071038192,0.269326477507833
8,1,0.773,"incongruent",-0.00815482640566406,0.28879138842476
8,1,0.586,"congruent",-0.00815482640566406,0.28879138842476
8,1,0.576,"incongruent",-0.00815482640566406,0.28879138842476
8,1,0.682,"incongruent",-0.0644876847468539,0.160336524445691
8,1,0.635,"congruent",-0.0644876847468539,0.160336524445691
8,1,0.565,"congruent",-0.0644876847468539,0.160336524445691
8,1,0.655,"incongruent",-0.0644876847468539,0.160336524445691
8,1,0.561,"congruent",-0.00615384354570694,0.0621006672176977
8,0,0.52,"incongruent",-0.00615384354570694,0.0621006672176977
8,1,0.635,"congruent",-0.00615384354570694,0.0621006672176977
8,1,0.654,"incongruent",-0.00615384354570694,0.0621006672176977
8,1,0.693,"congruent",-0.00615384354570694,0.0621006672176977
8,1,0.706,"incongruent",-0.00615384354570694,0.0621006672176977
8,1,0.739,"incongruent",0.0806423310836774,0.12330292858516
8,1,0.579,"congruent",0.0806423310836774,0.12330292858516
8,1,0.72,"incongruent",0.0806423310836774,0.12330292858516
8,1,0.645,"incongruent",0.0806423310836774,0.12330292858516
8,1,0.694,"congruent",0.0806423310836774,0.12330292858516
8,1,0.529,"congruent",0.105788918797303,0.172178442490602
8,1,0.55,"incongruent",0.105788918797303,0.172178442490602
8,1,0.593,"congruent",0.105788918797303,0.172178442490602
8,1,0.656,"incongruent",0.0443378717559859,0.211209939140349
8,1,0.571,"congruent",0.0443378717559859,0.211209939140349
8,1,0.478,"incongruent",0.0443378717559859,0.211209939140349
8,1,0.723,"congruent",0.00312879961007892,0.101006111105438
8,1,0.81,"incongruent",0.00312879961007892,0.101006111105438
8,1,0.713,"incongruent",0.00312879961007892,0.101006111105438
8,1,0.582,"congruent",0.00312879961007892,0.101006111105438
8,1,1.265,"incongruent",0.0134360043021836,0.15437242701947
8,1,0.601,"congruent",0.0134360043021836,0.15437242701947
8,1,0.628,"congruent",0.0134360043021836,0.15437242701947
8,1,0.578,"congruent",0.0164222076455802,0.0575396237109957
8,1,0.831,"incongruent",0.0164222076455802,0.0575396237109957
8,1,0.56,"congruent",0.0164222076455802,0.0575396237109957
8,1,0.593,"incongruent",0.0164222076455802,0.0575396237109957
8,1,0.641,"incongruent",0.0164222076455802,0.0575396237109957
8,1,0.593,"congruent",0.0164222076455802,0.0575396237109957
8,1,0.558,"congruent",0.157078758791405,0.119660524851143
8,1,0.698,"incongruent",0.157078758791405,0.119660524851143
8,1,0.63,"incongruent",0.157078758791405,0.119660524851143
8,1,0.506,"congruent",0.157078758791405,0.119660524851143
8,1,0.934,"incongruent",0.157078758791405,0.119660524851143
8,1,0.653,"incongruent",0.157078758791405,0.119660524851143
8,1,0.605,"incongruent",0.197829774789374,0.169269655292653
8,1,0.811,"congruent",0.197829774789374,0.169269655292653
8,1,0.571,"congruent",0.197829774789374,0.169269655292653
8,1,0.69,"incongruent",0.106060469784269,0.208887010771939
8,1,0.64,"congruent",0.106060469784269,0.208887010771939
8,1,0.905,"incongruent",0.0121050928781149,0.240525034684142
8,1,0.76,"congruent",0.0121050928781149,0.240525034684142
8,1,0.719,"incongruent",0.0121050928781149,0.240525034684142
8,1,0.542,"incongruent",0.0121050928781149,0.240525034684142
8,1,0.759,"incongruent",0.016036615987799,0.265790844200188
8,1,0.576,"congruent",0.016036615987799,0.265790844200188
8,1,0.63,"incongruent",0.016036615987799,0.265790844200188
8,1,0.651,"incongruent",0.016036615987799,0.265790844200188
8,1,0.721,"incongruent",0.0870713510197247,0.142746858249949
8,1,0.689,"congruent",0.0870713510197247,0.142746858249949
8,0,0.548,"incongruent",0.0870713510197247,0.142746858249949
8,1,0.709,"congruent",-0.000629010165388278,0.187706170281606
8,1,0.619,"congruent",-0.000629010165388278,0.187706170281606
8,1,0.705,"incongruent",-0.000629010165388278,0.187706170281606
8,1,0.611,"incongruent",-0.000629010165388278,0.187706170281606
8,1,0.642,"congruent",0.0123472916540353,0.223610227276967
8,1,0.63,"incongruent",0.0123472916540353,0.223610227276967
8,1,0.679,"incongruent",0.0123472916540353,0.223610227276967
8,1,0.699,"congruent",-0.0183240834062892,0.252282848152892
8,1,0.714,"incongruent",-0.0183240834062892,0.252282848152892
8,1,0.561,"congruent",-0.0183240834062892,0.252282848152892
8,1,0.656,"congruent",-0.0388923075217428,0.275180516458197
8,1,0.759,"incongruent",-0.0388923075217428,0.275180516458197
8,1,0.655,"incongruent",-0.0388923075217428,0.275180516458197
8,1,0.608,"incongruent",-0.0388923075217428,0.275180516458197
8,1,0.621,"congruent",0.00126164914395226,0.29346636539013
8,1,0.688,"incongruent",0.00126164914395226,0.29346636539013
8,1,0.656,"incongruent",0.00126164914395226,0.29346636539013
8,0,0.582,"incongruent",0.00126164914395226,0.29346636539013
8,1,0.594,"congruent",-0.0257581152735509,0.308069261488683
8,1,0.866,"incongruent",-0.0257581152735509,0.308069261488683
8,1,0.509,"congruent",-0.0257581152735509,0.308069261488683
8,1,0.679,"incongruent",-0.0257581152735509,0.308069261488683
8,1,0.857,"congruent",-0.0257581152735509,0.308069261488683
8,1,0.932,"incongruent",0.0749625814786864,0.319730988284026
8,1,0.552,"congruent",0.0749625814786864,0.319730988284026
8,1,0.527,"congruent",0.0749625814786864,0.319730988284026
8,1,0.546,"incongruent",0.0749625814786864,0.319730988284026
8,1,0.613,"incongruent",0.0749625814786864,0.319730988284026
8,1,0.608,"congruent",0.0749625814786864,0.319730988284026
8,1,0.595,"incongruent",0.174039075898333,0.32904392668552
8,1,0.619,"congruent",0.174039075898333,0.32904392668552
8,1,0.595,"congruent",0.174039075898333,0.32904392668552
8,1,0.51,"congruent",0.0901064271079367,0.336481146163568
8,1,0.653,"incongruent",0.0901064271079367,0.336481146163568
8,1,0.57,"congruent",0.0901064271079367,0.336481146163568
8,1,0.587,"congruent",0.0338211928290971,0.342420435266543
8,1,0.613,"incongruent",0.0338211928290971,0.342420435266543
8,1,0.721,"congruent",0.0338211928290971,0.342420435266543
8,0,0.522,"incongruent",0.0338211928290971,0.342420435266543
8,1,0.605,"incongruent",-0.00392368527829272,0.347163492151287
8,1,1.11,"congruent",-0.00392368527829272,0.347163492151287
8,1,0.479,"incongruent",-0.00392368527829272,0.347163492151287
8,1,0.515,"congruent",-0.0292354005371084,0.350951249948876
8,1,0.545,"incongruent",-0.0292354005371084,0.350951249948876
8,1,0.642,"incongruent",-0.0292354005371084,0.350951249948876
8,0,0.591,"incongruent",-0.0292354005371084,0.350951249948876
8,1,0.617,"congruent",-0.0292354005371084,0.350951249948876
8,1,0.626,"incongruent",0.00405944823554055,0.353976115448452
8,1,0.674,"congruent",0.00405944823554055,0.353976115448452
8,1,0.556,"incongruent",0.00405944823554055,0.353976115448452
8,1,0.593,"incongruent",0.00405944823554055,0.353976115448452
8,1,0.539,"congruent",0.00405944823554055,0.353976115448452
8,1,0.76,"congruent",0.0836013259785404,0.356391742787758
8,1,0.638,"incongruent",0.0836013259785404,0.356391742787758
8,1,0.579,"incongruent",0.0836013259785404,0.356391742787758
8,1,0.609,"congruent",0.029458872011724,0.358320838624655
8,1,0.691,"incongruent",0.029458872011724,0.358320838624655
8,0,0.638,"incongruent",0.029458872011724,0.358320838624655
8,1,0.682,"incongruent",-0.0392639385881535,0.359861395269042
8,1,0.619,"incongruent",-0.0392639385881535,0.359861395269042
8,1,0.64,"incongruent",-0.0392639385881535,0.359861395269042
8,1,0.628,"incongruent",-0.052934574406701,0.361091668399683
8,1,0.566,"congruent",-0.052934574406701,0.361091668399683
8,1,0.721,"congruent",-0.0945169837563493,0.362074152219082
8,1,0.698,"incongruent",-0.0945169837563493,0.362074152219082
8,1,0.622,"congruent",-0.0945169837563493,0.362074152219082
8,1,0.747,"incongruent",-0.0945169837563493,0.362074152219082
8,1,0.62,"congruent",-0.0945169837563493,0.362074152219082
8,1,0.582,"congruent",0.05504176210185,0.362858753972416
8,1,0.575,"incongruent",0.05504176210185,0.362858753972416
8,1,0.619,"congruent",0.05504176210185,0.362858753972416
8,1,0.629,"incongruent",0.05504176210185,0.362858753972416
8,1,0.571,"incongruent",0.05504176210185,0.362858753972416
8,1,0.566,"incongruent",0.05504176210185,0.362858753972416
8,1,0.504,"congruent",0.0427217094457458,0.216979542248261
8,1,0.597,"incongruent",0.0427217094457458,0.216979542248261
8,1,0.564,"incongruent",0.0427217094457458,0.216979542248261
8,1,0.68,"congruent",0.00204500116483189,0.246987649395817
8,1,0.559,"congruent",0.00204500116483189,0.246987649395817
8,1,0.63,"congruent",-0.0576476803780794,0.270951823682785
8,1,0.667,"incongruent",-0.0576476803780794,0.270951823682785
8,1,0.489,"congruent",-0.0576476803780794,0.270951823682785
8,1,0.687,"incongruent",-0.0576476803780794,0.270951823682785
8,1,0.525,"congruent",-0.00417215747998557,0.290089373626614
8,1,0.865,"incongruent",-0.00417215747998557,0.290089373626614
8,1,0.703,"congruent",-0.00417215747998557,0.290089373626614
8,1,0.679,"incongruent",-0.00417215747998557,0.290089373626614
8,1,0.643,"incongruent",0.0113207710140502,0.305372429636257
8,1,0.561,"congruent",0.0113207710140502,0.305372429636257
8,1,0.686,"congruent",0.0113207710140502,0.305372429636257
8,1,0.507,"incongruent",0.0113207710140502,0.305372429636257
8,1,0.674,"incongruent",0.0113207710140502,0.305372429636257
8,1,0.794,"incongruent",0.0857050764139302,0.173016875712183
8,1,0.774,"congruent",0.0857050764139302,0.173016875712183
8,0,0.579,"incongruent",0.0857050764139302,0.173016875712183
8,0,0.702,"incongruent",0.0857050764139302,0.173016875712183
8,1,0.623,"incongruent",-0.00154523391603405,0.211879503526771
8,1,0.651,"congruent",-0.00154523391603405,0.211879503526771
8,1,0.523,"congruent",-0.00154523391603405,0.211879503526771
8,1,0.613,"congruent",-0.0276404110535777,0.242914809473223
8,1,0.682,"incongruent",-0.0276404110535777,0.242914809473223
8,1,0.502,"congruent",-0.0276404110535777,0.242914809473223
8,1,0.716,"incongruent",-0.0451398368420144,0.267699294449
8,1,0.608,"congruent",-0.0451398368420144,0.267699294449
8,0,0.514,"incongruent",-0.0451398368420144,0.267699294449
