0.96254,0.030434,1
0.57272,0.16874,2
0.4367,0.17133,3
0.68464,0.17157,4
0.98833,0.063372,5
0.51794,0.23371,6
0.50645,0.1094,7
0.51027,0.25868,8
0.61515,0.10394,9
0.73295,0.15086,10
0.6662,0.13349,11
0.69261,0.21302,12
0.48198,0.086031,13
0.78511,0.037104,14
0.76808,0.07074,15
0.55315,0.077526,16
0.72183,0.11714,17
0.70693,0.071081,18
0.94887,0.10651,19
0.55712,0.16321,20
0.74461,0.15348,21
0.48073,0.17878,22
0.44978,0.090471,23
0.37253,0.21623,24
0.53131,0.22743,25
0.69653,0.26423,26
0.47145,0.23142,27
0.56668,0.23309,28
0.51176,0.031976,29
0.75096,0.22345,30
1,6.9522e-15,31
0.48848,0.19588,32
0.76171,0.21573,33
0.47849,0.17723,34
0.51525,0.25778,35
0.51301,0.09221,36
0.52399,0.1196,37
0.60522,0.15189,38
0.83825,0.26449,39
1,8.481e-13,40
0.47026,0.18701,41
0.46595,0.21405,42
0.27662,0.14788,43
0.47455,0.30542,44
0.47595,0.074392,45
0.89247,0.16617,46
0.70819,0.17568,47
0.84606,0.15929,48
0.48373,0.17922,49
0.69663,0.19963,50
0.98223,0.045065,51
0.60627,0.088042,52
0.32455,0.17144,53
0.71003,0.11548,54
0.86639,0.087365,55
0.62625,0.16427,56
0.49821,0.27988,57
0.59414,0.25233,58
0.48146,0.22916,59
0.56581,0.06977,60
0.97654,0.093664,61
0.41188,0.25664,62
0.5549,0.14594,63
0.77838,0.23128,64
0.91183,0.13095,65
0.74747,0.13759,66
0.98209,0.039051,67
0.20574,0.13141,68
0.80574,0.24174,69
0.45225,0.14132,70
0.76363,0.18034,71
0.38152,0.30254,72
0.43649,0.1724,73
0.50266,0.083881,74
0.78475,0.21063,75
0.55025,0.27824,76
0.71739,0.1764,77
