0.52043,0.15113,1
0.49989,0.23384,2
0.48124,0.18142,3
0.49733,0.30914,4
0.52171,0.31612,5
0.55239,0.26802,6
0.36165,0.25855,7
0.49945,0.30416,8
0.62244,0.118,9
0.68098,0.047155,10
0.51466,0.22393,11
0.66437,0.29664,12
0.50709,0.084967,13
0.75465,0.085756,14
0.46604,0.27881,15
0.58224,0.1047,16
0.65111,0.22617,17
0.50433,0.082693,18
0.4439,0.27687,19
0.42436,0.20899,20
0.54025,0.3253,21
0.56547,0.24027,22
0.22541,0.1139,23
0.30368,0.23046,24
0.52315,0.28424,25
0.54706,0.34168,26
0.51039,0.25714,27
0.5514,0.33636,28
0.63126,0.045003,29
0.55057,0.31909,30
0.54842,0.21533,31
0.58621,0.21337,32
0.72159,0.25543,33
0.68102,0.10549,34
0.50604,0.29165,35
0.53446,0.11747,36
0.46861,0.20882,37
0.55378,0.29582,38
0.54006,0.21877,39
0.53476,0.2255,40
0.56526,0.13358,41
0.51127,0.29358,42
0.74628,0.29395,43
0.55072,0.31047,44
0.45519,0.066392,45
0.55929,0.22829,46
0.52926,0.27368,47
0.71907,0.24587,48
0.44625,0.17432,49
0.6849,0.10006,50
0.69794,0.27208,51
0.46016,0.1155,52
0.42532,0.27098,53
0.55298,0.21488,54
0.54003,0.27783,55
0.61541,0.22387,56
0.56504,0.2805,57
0.58261,0.2768,58
0.38857,0.24889,59
0.60929,0.052314,60
0.51684,0.32469,61
0.50198,0.2532,62
0.56726,0.16781,63
0.3389,0.284,64
0.48669,0.13881,65
0.53574,0.27072,66
0.8757,0.19021,67
0.26085,0.17134,68
0.50901,0.28825,69
0.46438,0.1967,70
0.33575,0.28718,71
0.68295,0.25582,72
0.45742,0.17814,73
0.47955,0.21986,74
0.49945,0.19244,75
0.52382,0.28076,76
0.58905,0.21212,77
